TimeStamp,NoOfCells,VehicleId,VehicleType,SignalGroup,LaneId,ApproachId,LocationOnMap,PhaseStatus,PhaseElapsedTime,Speed,Heading,DistanceToStopBar,NearestCVDistanceToStopBar,NearestCVSpeed,CellStatus
1629792410.9695,10,0,0,2,14,5,2,4,3.50,-1.00,-1.00,64.77,3.81,0.00,0
1629792410.9695,10,0,0,2,14,5,2,4,3.50,-1.00,-1.00,72.39,3.81,0.00,0
1629792411.0669,10,0,0,2,14,5,2,4,3.62,-1.00,-1.00,11.43,3.81,0.00,0
1629792411.0669,10,0,0,2,14,5,2,4,3.62,-1.00,-1.00,19.05,3.81,0.00,0
1629792411.0669,10,0,0,2,14,5,2,4,3.62,-1.00,-1.00,26.67,3.81,0.00,0
1629792411.0669,10,0,0,2,14,5,2,4,3.62,-1.00,-1.00,34.29,3.81,0.00,0
1629792411.0669,10,0,0,2,14,5,2,4,3.62,-1.00,-1.00,41.91,3.81,0.00,0
1629792411.0669,10,0,0,2,14,5,2,4,3.62,-1.00,-1.00,49.53,3.81,0.00,0
1629792411.0669,10,0,0,2,14,5,2,4,3.62,-1.00,-1.00,57.15,3.81,0.00,0
1629792411.0669,10,0,0,2,14,5,2,4,3.62,-1.00,-1.00,64.77,3.81,0.00,0
1629792411.0669,10,0,0,2,14,5,2,4,3.62,-1.00,-1.00,72.39,3.81,0.00,0
1629792411.1702,10,0,0,2,14,5,2,4,3.70,-1.00,-1.00,11.43,3.81,0.00,0
1629792411.1702,10,0,0,2,14,5,2,4,3.70,-1.00,-1.00,19.05,3.81,0.00,0
1629792411.1702,10,0,0,2,14,5,2,4,3.70,-1.00,-1.00,26.67,3.81,0.00,0
1629792411.1702,10,0,0,2,14,5,2,4,3.70,-1.00,-1.00,34.29,3.81,0.00,0
1629792411.1702,10,0,0,2,14,5,2,4,3.70,-1.00,-1.00,41.91,3.81,0.00,0
1629792411.1702,10,0,0,2,14,5,2,4,3.70,-1.00,-1.00,49.53,3.81,0.00,0
1629792411.1702,10,0,0,2,14,5,2,4,3.70,-1.00,-1.00,57.15,3.81,0.00,0
1629792411.1702,10,0,0,2,14,5,2,4,3.70,-1.00,-1.00,64.77,3.81,0.00,0
1629792411.1702,10,0,0,2,14,5,2,4,3.70,-1.00,-1.00,72.39,3.81,0.00,0
1629792411.3703,10,0,0,2,14,5,2,4,3.90,-1.00,-1.00,11.43,3.81,0.00,0
1629792411.3703,10,0,0,2,14,5,2,4,3.90,-1.00,-1.00,19.05,3.81,0.00,0
1629792411.3703,10,0,0,2,14,5,2,4,3.90,-1.00,-1.00,26.67,3.81,0.00,0
1629792411.3703,10,0,0,2,14,5,2,4,3.90,-1.00,-1.00,34.29,3.81,0.00,0
1629792411.3703,10,0,0,2,14,5,2,4,3.90,-1.00,-1.00,41.91,3.81,0.00,0
1629792411.3703,10,0,0,2,14,5,2,4,3.90,-1.00,-1.00,49.53,3.81,0.00,0
1629792411.3703,10,0,0,2,14,5,2,4,3.90,-1.00,-1.00,57.15,3.81,0.00,0
1629792411.3703,10,0,0,2,14,5,2,4,3.90,-1.00,-1.00,64.77,3.81,0.00,0
1629792411.3703,10,0,0,2,14,5,2,4,3.90,-1.00,-1.00,72.39,3.81,0.00,0
1629792411.4719,10,0,0,2,14,5,2,4,4.02,-1.00,-1.00,11.43,3.81,0.00,0
1629792411.4719,10,0,0,2,14,5,2,4,4.02,-1.00,-1.00,19.05,3.81,0.00,0
1629792411.4719,10,0,0,2,14,5,2,4,4.02,-1.00,-1.00,26.67,3.81,0.00,0
1629792411.4719,10,0,0,2,14,5,2,4,4.02,-1.00,-1.00,34.29,3.81,0.00,0
1629792411.4719,10,0,0,2,14,5,2,4,4.02,-1.00,-1.00,41.91,3.81,0.00,0
1629792411.4719,10,0,0,2,14,5,2,4,4.02,-1.00,-1.00,49.53,3.81,0.00,0
1629792411.4719,10,0,0,2,14,5,2,4,4.02,-1.00,-1.00,57.15,3.81,0.00,0
1629792411.4719,10,0,0,2,14,5,2,4,4.02,-1.00,-1.00,64.77,3.81,0.00,0
1629792411.4719,10,0,0,2,14,5,2,4,4.02,-1.00,-1.00,72.39,3.81,0.00,0
1629792411.6702,10,0,0,2,14,5,2,4,4.21,-1.00,-1.00,11.43,3.81,0.00,0
1629792411.6702,10,0,0,2,14,5,2,4,4.21,-1.00,-1.00,19.05,3.81,0.00,0
1629792411.6702,10,0,0,2,14,5,2,4,4.21,-1.00,-1.00,26.67,3.81,0.00,0
1629792411.6702,10,0,0,2,14,5,2,4,4.21,-1.00,-1.00,34.29,3.81,0.00,0
1629792411.6702,10,0,0,2,14,5,2,4,4.21,-1.00,-1.00,41.91,3.81,0.00,0
1629792411.6702,10,0,0,2,14,5,2,4,4.21,-1.00,-1.00,49.53,3.81,0.00,0
1629792411.6702,10,0,0,2,14,5,2,4,4.21,-1.00,-1.00,57.15,3.81,0.00,0
1629792411.6702,10,0,0,2,14,5,2,4,4.21,-1.00,-1.00,64.77,3.81,0.00,0
1629792411.6702,10,0,0,2,14,5,2,4,4.21,-1.00,-1.00,72.39,3.81,0.00,0
1629792411.8801,10,0,0,2,14,5,2,4,4.39,-1.00,-1.00,11.43,3.81,0.00,0
1629792411.8801,10,0,0,2,14,5,2,4,4.39,-1.00,-1.00,19.05,3.81,0.00,0
1629792411.8801,10,0,0,2,14,5,2,4,4.39,-1.00,-1.00,26.67,3.81,0.00,0
1629792411.8801,10,0,0,2,14,5,2,4,4.39,-1.00,-1.00,34.29,3.81,0.00,0
1629792411.8801,10,0,0,2,14,5,2,4,4.39,-1.00,-1.00,41.91,3.81,0.00,0
1629792411.8801,10,0,0,2,14,5,2,4,4.39,-1.00,-1.00,49.53,3.81,0.00,0
1629792411.8801,10,0,0,2,14,5,2,4,4.39,-1.00,-1.00,57.15,3.81,0.00,0
1629792411.8801,10,0,0,2,14,5,2,4,4.39,-1.00,-1.00,64.77,3.81,0.00,0
1629792411.8801,10,0,0,2,14,5,2,4,4.39,-1.00,-1.00,72.39,3.81,0.00,0
1629792412.0802,10,0,0,2,14,5,2,4,4.60,-1.00,-1.00,11.43,3.81,0.00,0
1629792412.0802,10,0,0,2,14,5,2,4,4.60,-1.00,-1.00,19.05,3.81,0.00,0
1629792412.0802,10,0,0,2,14,5,2,4,4.60,-1.00,-1.00,26.67,3.81,0.00,0
1629792412.0802,10,0,0,2,14,5,2,4,4.60,-1.00,-1.00,34.29,3.81,0.00,0
1629792412.0802,10,0,0,2,14,5,2,4,4.60,-1.00,-1.00,41.91,3.81,0.00,0
1629792412.0802,10,0,0,2,14,5,2,4,4.60,-1.00,-1.00,49.53,3.81,0.00,0
1629792412.0802,10,0,0,2,14,5,2,4,4.60,-1.00,-1.00,57.15,3.81,0.00,0
1629792412.0802,10,0,0,2,14,5,2,4,4.60,-1.00,-1.00,64.77,3.81,0.00,0
1629792412.0802,10,0,0,2,14,5,2,4,4.60,-1.00,-1.00,72.39,3.81,0.00,0
1629792412.2794,10,0,0,2,14,5,2,4,4.80,-1.00,-1.00,11.43,3.81,0.00,0
1629792412.2794,10,0,0,2,14,5,2,4,4.80,-1.00,-1.00,19.05,3.81,0.00,0
1629792412.2794,10,0,0,2,14,5,2,4,4.80,-1.00,-1.00,26.67,3.81,0.00,0
1629792412.2794,10,0,0,2,14,5,2,4,4.80,-1.00,-1.00,34.29,3.81,0.00,0
1629792412.2794,10,0,0,2,14,5,2,4,4.80,-1.00,-1.00,41.91,3.81,0.00,0
1629792412.2794,10,0,0,2,14,5,2,4,4.80,-1.00,-1.00,49.53,3.81,0.00,0
1629792412.2794,10,0,0,2,14,5,2,4,4.80,-1.00,-1.00,57.15,3.81,0.00,0
1629792412.2794,10,0,0,2,14,5,2,4,4.80,-1.00,-1.00,64.77,3.81,0.00,0
1629792412.2794,10,0,0,2,14,5,2,4,4.80,-1.00,-1.00,72.39,3.81,0.00,0
1629792412.3812,10,0,0,2,14,5,2,4,4.91,-1.00,-1.00,11.43,3.81,0.00,0
1629792412.3812,10,0,0,2,14,5,2,4,4.91,-1.00,-1.00,19.05,3.81,0.00,0
1629792412.3812,10,0,0,2,14,5,2,4,4.91,-1.00,-1.00,26.67,3.81,0.00,0
1629792412.3812,10,0,0,2,14,5,2,4,4.91,-1.00,-1.00,34.29,3.81,0.00,0
1629792412.3812,10,0,0,2,14,5,2,4,4.91,-1.00,-1.00,41.91,3.81,0.00,0
1629792412.3812,10,0,0,2,14,5,2,4,4.91,-1.00,-1.00,49.53,3.81,0.00,0
1629792412.3812,10,0,0,2,14,5,2,4,4.91,-1.00,-1.00,57.15,3.81,0.00,0
1629792412.3812,10,0,0,2,14,5,2,4,4.91,-1.00,-1.00,64.77,3.81,0.00,0
1629792412.3812,10,0,0,2,14,5,2,4,4.91,-1.00,-1.00,72.39,3.81,0.00,0
1629792412.5810,10,0,0,2,14,5,2,4,5.11,-1.00,-1.00,11.43,3.81,0.00,0
1629792412.5810,10,0,0,2,14,5,2,4,5.11,-1.00,-1.00,19.05,3.81,0.00,0
1629792412.5810,10,0,0,2,14,5,2,4,5.11,-1.00,-1.00,26.67,3.81,0.00,0
1629792412.5810,10,0,0,2,14,5,2,4,5.11,-1.00,-1.00,34.29,3.81,0.00,0
1629792412.5810,10,0,0,2,14,5,2,4,5.11,-1.00,-1.00,41.91,3.81,0.00,0
1629792412.5810,10,0,0,2,14,5,2,4,5.11,-1.00,-1.00,49.53,3.81,0.00,0
1629792412.5810,10,0,0,2,14,5,2,4,5.11,-1.00,-1.00,57.15,3.81,0.00,0
1629792412.5810,10,0,0,2,14,5,2,4,5.11,-1.00,-1.00,64.77,3.81,0.00,0
1629792412.5810,10,0,0,2,14,5,2,4,5.11,-1.00,-1.00,72.39,3.81,0.00,0
1629792412.7800,10,0,0,2,14,5,2,4,5.32,-1.00,-1.00,11.43,3.81,0.00,0
1629792412.7800,10,0,0,2,14,5,2,4,5.32,-1.00,-1.00,19.05,3.81,0.00,0
1629792412.7800,10,0,0,2,14,5,2,4,5.32,-1.00,-1.00,26.67,3.81,0.00,0
1629792412.7800,10,0,0,2,14,5,2,4,5.32,-1.00,-1.00,34.29,3.81,0.00,0
1629792412.7800,10,0,0,2,14,5,2,4,5.32,-1.00,-1.00,41.91,3.81,0.00,0
1629792412.7800,10,0,0,2,14,5,2,4,5.32,-1.00,-1.00,49.53,3.81,0.00,0
1629792412.7800,10,0,0,2,14,5,2,4,5.32,-1.00,-1.00,57.15,3.81,0.00,0
1629792412.7800,10,0,0,2,14,5,2,4,5.32,-1.00,-1.00,64.77,3.81,0.00,0
1629792412.7800,10,0,0,2,14,5,2,4,5.32,-1.00,-1.00,72.39,3.81,0.00,0
1629792412.8879,10,0,0,2,14,5,2,4,5.43,-1.00,-1.00,11.43,3.81,0.00,0
1629792412.8879,10,0,0,2,14,5,2,4,5.43,-1.00,-1.00,19.05,3.81,0.00,0
1629792412.8879,10,0,0,2,14,5,2,4,5.43,-1.00,-1.00,26.67,3.81,0.00,0
1629792412.8879,10,0,0,2,14,5,2,4,5.43,-1.00,-1.00,34.29,3.81,0.00,0
1629792412.8879,10,0,0,2,14,5,2,4,5.43,-1.00,-1.00,41.91,3.81,0.00,0
1629792412.8879,10,0,0,2,14,5,2,4,5.43,-1.00,-1.00,49.53,3.81,0.00,0
1629792412.8879,10,0,0,2,14,5,2,4,5.43,-1.00,-1.00,57.15,3.81,0.00,0
1629792412.8879,10,0,0,2,14,5,2,4,5.43,-1.00,-1.00,64.77,3.81,0.00,0
1629792412.8879,10,0,0,2,14,5,2,4,5.43,-1.00,-1.00,72.39,3.81,0.00,0
1629792412.9868,10,0,0,2,14,5,2,4,5.54,-1.00,-1.00,11.43,3.81,0.00,0
1629792412.9868,10,0,0,2,14,5,2,4,5.54,-1.00,-1.00,19.05,3.81,0.00,0
1629792412.9868,10,0,0,2,14,5,2,4,5.54,-1.00,-1.00,26.67,3.81,0.00,0
1629792412.9868,10,0,0,2,14,5,2,4,5.54,-1.00,-1.00,34.29,3.81,0.00,0
1629792412.9868,10,0,0,2,14,5,2,4,5.54,-1.00,-1.00,41.91,3.81,0.00,0
1629792412.9868,10,0,0,2,14,5,2,4,5.54,-1.00,-1.00,49.53,3.81,0.00,0
1629792412.9868,10,0,0,2,14,5,2,4,5.54,-1.00,-1.00,57.15,3.81,0.00,0
1629792412.9868,10,0,0,2,14,5,2,4,5.54,-1.00,-1.00,64.77,3.81,0.00,0
1629792412.9868,10,0,0,2,14,5,2,4,5.54,-1.00,-1.00,72.39,3.81,0.00,0
1629792413.0907,10,0,0,2,14,5,2,4,5.62,-1.00,-1.00,11.43,3.81,0.00,0
1629792413.0907,10,0,0,2,14,5,2,4,5.62,-1.00,-1.00,19.05,3.81,0.00,0
1629792413.0907,10,0,0,2,14,5,2,4,5.62,-1.00,-1.00,26.67,3.81,0.00,0
1629792413.0907,10,0,0,2,14,5,2,4,5.62,-1.00,-1.00,34.29,3.81,0.00,0
1629792413.0907,10,0,0,2,14,5,2,4,5.62,-1.00,-1.00,41.91,3.81,0.00,0
1629792413.0907,10,0,0,2,14,5,2,4,5.62,-1.00,-1.00,49.53,3.81,0.00,0
1629792413.0907,10,0,0,2,14,5,2,4,5.62,-1.00,-1.00,57.15,3.81,0.00,0
1629792413.0907,10,0,0,2,14,5,2,4,5.62,-1.00,-1.00,64.77,3.81,0.00,0
1629792413.0907,10,0,0,2,14,5,2,4,5.62,-1.00,-1.00,72.39,3.81,0.00,0
1629792413.1929,10,0,0,2,14,5,2,4,5.72,-1.00,-1.00,11.43,3.81,0.00,0
1629792413.1929,10,0,0,2,14,5,2,4,5.72,-1.00,-1.00,19.05,3.81,0.00,0
1629792413.1929,10,0,0,2,14,5,2,4,5.72,-1.00,-1.00,26.67,3.81,0.00,0
1629792413.1929,10,0,0,2,14,5,2,4,5.72,-1.00,-1.00,34.29,3.81,0.00,0
1629792413.1929,10,0,0,2,14,5,2,4,5.72,-1.00,-1.00,41.91,3.81,0.00,0
1629792413.1929,10,0,0,2,14,5,2,4,5.72,-1.00,-1.00,49.53,3.81,0.00,0
1629792413.1929,10,0,0,2,14,5,2,4,5.72,-1.00,-1.00,57.15,3.81,0.00,0
1629792413.1929,10,0,0,2,14,5,2,4,5.72,-1.00,-1.00,64.77,3.81,0.00,0
1629792413.1929,10,0,0,2,14,5,2,4,5.72,-1.00,-1.00,72.39,3.81,0.00,0
1629792413.3906,10,0,0,2,14,5,2,4,5.92,-1.00,-1.00,11.43,3.81,0.00,0
1629792413.3906,10,0,0,2,14,5,2,4,5.92,-1.00,-1.00,19.05,3.81,0.00,0
1629792413.3906,10,0,0,2,14,5,2,4,5.92,-1.00,-1.00,26.67,3.81,0.00,0
1629792413.3906,10,0,0,2,14,5,2,4,5.92,-1.00,-1.00,34.29,3.81,0.00,0
1629792413.3906,10,0,0,2,14,5,2,4,5.92,-1.00,-1.00,41.91,3.81,0.00,0
1629792413.3906,10,0,0,2,14,5,2,4,5.92,-1.00,-1.00,49.53,3.81,0.00,0
1629792413.3906,10,0,0,2,14,5,2,4,5.92,-1.00,-1.00,57.15,3.81,0.00,0
1629792413.3906,10,0,0,2,14,5,2,4,5.92,-1.00,-1.00,64.77,3.81,0.00,0
1629792413.3906,10,0,0,2,14,5,2,4,5.92,-1.00,-1.00,72.39,3.81,0.00,0
1629792413.5906,10,0,0,2,14,5,2,4,6.11,-1.00,-1.00,11.43,3.81,0.00,0
1629792413.5906,10,0,0,2,14,5,2,4,6.11,-1.00,-1.00,19.05,3.81,0.00,0
1629792413.5906,10,0,0,2,14,5,2,4,6.11,-1.00,-1.00,26.67,3.81,0.00,0
1629792413.5906,10,0,0,2,14,5,2,4,6.11,-1.00,-1.00,34.29,3.81,0.00,0
1629792413.5906,10,0,0,2,14,5,2,4,6.11,-1.00,-1.00,41.91,3.81,0.00,0
1629792413.5906,10,0,0,2,14,5,2,4,6.11,-1.00,-1.00,49.53,3.81,0.00,0
1629792413.5906,10,0,0,2,14,5,2,4,6.11,-1.00,-1.00,57.15,3.81,0.00,0
1629792413.5906,10,0,0,2,14,5,2,4,6.11,-1.00,-1.00,64.77,3.81,0.00,0
1629792413.5906,10,0,0,2,14,5,2,4,6.11,-1.00,-1.00,72.39,3.81,0.00,0
1629792413.7932,10,0,0,2,14,5,2,4,6.32,-1.00,-1.00,11.43,3.81,0.00,0
1629792413.7932,10,0,0,2,14,5,2,4,6.32,-1.00,-1.00,19.05,3.81,0.00,0
1629792413.7932,10,0,0,2,14,5,2,4,6.32,-1.00,-1.00,26.67,3.81,0.00,0
1629792413.7932,10,0,0,2,14,5,2,4,6.32,-1.00,-1.00,34.29,3.81,0.00,0
1629792413.7932,10,0,0,2,14,5,2,4,6.32,-1.00,-1.00,41.91,3.81,0.00,0
1629792413.7932,10,0,0,2,14,5,2,4,6.32,-1.00,-1.00,49.53,3.81,0.00,0
1629792413.7932,10,0,0,2,14,5,2,4,6.32,-1.00,-1.00,57.15,3.81,0.00,0
1629792413.7932,10,0,0,2,14,5,2,4,6.32,-1.00,-1.00,64.77,3.81,0.00,0
1629792413.7932,10,0,0,2,14,5,2,4,6.32,-1.00,-1.00,72.39,3.81,0.00,0
1629792413.8938,10,0,0,2,14,5,2,4,6.42,-1.00,-1.00,11.43,3.81,0.00,0
1629792413.8938,10,0,0,2,14,5,2,4,6.42,-1.00,-1.00,19.05,3.81,0.00,0
1629792413.8938,10,0,0,2,14,5,2,4,6.42,-1.00,-1.00,26.67,3.81,0.00,0
1629792413.8938,10,0,0,2,14,5,2,4,6.42,-1.00,-1.00,34.29,3.81,0.00,0
1629792413.8938,10,0,0,2,14,5,2,4,6.42,-1.00,-1.00,41.91,3.81,0.00,0
1629792413.8938,10,0,0,2,14,5,2,4,6.42,-1.00,-1.00,49.53,3.81,0.00,0
1629792413.8938,10,0,0,2,14,5,2,4,6.42,-1.00,-1.00,57.15,3.81,0.00,0
1629792413.8938,10,0,0,2,14,5,2,4,6.42,-1.00,-1.00,64.77,3.81,0.00,0
1629792413.8938,10,0,0,2,14,5,2,4,6.42,-1.00,-1.00,72.39,3.81,0.00,0
1629792413.9957,10,0,0,2,14,5,2,4,6.54,-1.00,-1.00,11.43,3.81,0.00,0
1629792413.9957,10,0,0,2,14,5,2,4,6.54,-1.00,-1.00,19.05,3.81,0.00,0
1629792413.9957,10,0,0,2,14,5,2,4,6.54,-1.00,-1.00,26.67,3.81,0.00,0
1629792413.9957,10,0,0,2,14,5,2,4,6.54,-1.00,-1.00,34.29,3.81,0.00,0
1629792413.9957,10,0,0,2,14,5,2,4,6.54,-1.00,-1.00,41.91,3.81,0.00,0
1629792413.9957,10,0,0,2,14,5,2,4,6.54,-1.00,-1.00,49.53,3.81,0.00,0
1629792413.9957,10,0,0,2,14,5,2,4,6.54,-1.00,-1.00,57.15,3.81,0.00,0
1629792413.9957,10,0,0,2,14,5,2,4,6.54,-1.00,-1.00,64.77,3.81,0.00,0
1629792413.9957,10,0,0,2,14,5,2,4,6.54,-1.00,-1.00,72.39,3.81,0.00,0
1629792414.1444,10,0,0,2,14,5,2,4,6.74,-1.00,-1.00,11.43,3.81,0.00,0
1629792414.1444,10,0,0,2,14,5,2,4,6.74,-1.00,-1.00,19.05,3.81,0.00,0
1629792414.1444,10,0,0,2,14,5,2,4,6.74,-1.00,-1.00,26.67,3.81,0.00,0
1629792414.1444,10,0,0,2,14,5,2,4,6.74,-1.00,-1.00,34.29,3.81,0.00,0
1629792414.1444,10,0,0,2,14,5,2,4,6.74,-1.00,-1.00,41.91,3.81,0.00,0
1629792414.1444,10,0,0,2,14,5,2,4,6.74,-1.00,-1.00,49.53,3.81,0.00,0
1629792414.1444,10,0,0,2,14,5,2,4,6.74,-1.00,-1.00,57.15,3.81,0.00,0
1629792414.1444,10,0,0,2,14,5,2,4,6.74,-1.00,-1.00,64.77,3.81,0.00,0
1629792414.1444,10,0,0,2,14,5,2,4,6.74,-1.00,-1.00,72.39,3.81,0.00,0
1629792414.2932,10,0,0,2,14,5,2,4,6.82,-1.00,-1.00,11.43,3.81,0.00,0
1629792414.2932,10,0,0,2,14,5,2,4,6.82,-1.00,-1.00,19.05,3.81,0.00,0
1629792414.2932,10,0,0,2,14,5,2,4,6.82,-1.00,-1.00,26.67,3.81,0.00,0
1629792414.2932,10,0,0,2,14,5,2,4,6.82,-1.00,-1.00,34.29,3.81,0.00,0
1629792414.2932,10,0,0,2,14,5,2,4,6.82,-1.00,-1.00,41.91,3.81,0.00,0
1629792414.2932,10,0,0,2,14,5,2,4,6.82,-1.00,-1.00,49.53,3.81,0.00,0
1629792414.2932,10,0,0,2,14,5,2,4,6.82,-1.00,-1.00,57.15,3.81,0.00,0
1629792414.2932,10,0,0,2,14,5,2,4,6.82,-1.00,-1.00,64.77,3.81,0.00,0
1629792414.2932,10,0,0,2,14,5,2,4,6.82,-1.00,-1.00,72.39,3.81,0.00,0
1629792414.3946,10,0,0,2,14,5,2,4,6.94,-1.00,-1.00,11.43,3.81,0.00,0
1629792414.3946,10,0,0,2,14,5,2,4,6.94,-1.00,-1.00,19.05,3.81,0.00,0
1629792414.3946,10,0,0,2,14,5,2,4,6.94,-1.00,-1.00,26.67,3.81,0.00,0
1629792414.3946,10,0,0,2,14,5,2,4,6.94,-1.00,-1.00,34.29,3.81,0.00,0
1629792414.3946,10,0,0,2,14,5,2,4,6.94,-1.00,-1.00,41.91,3.81,0.00,0
1629792414.3946,10,0,0,2,14,5,2,4,6.94,-1.00,-1.00,49.53,3.81,0.00,0
1629792414.3946,10,0,0,2,14,5,2,4,6.94,-1.00,-1.00,57.15,3.81,0.00,0
1629792414.3946,10,0,0,2,14,5,2,4,6.94,-1.00,-1.00,64.77,3.81,0.00,0
1629792414.3946,10,0,0,2,14,5,2,4,6.94,-1.00,-1.00,72.39,3.81,0.00,0
1629792414.5913,10,0,0,2,14,5,2,4,7.13,-1.00,-1.00,11.43,3.81,0.00,0
1629792414.5913,10,0,0,2,14,5,2,4,7.13,-1.00,-1.00,19.05,3.81,0.00,0
1629792414.5913,10,0,0,2,14,5,2,4,7.13,-1.00,-1.00,26.67,3.81,0.00,0
1629792414.5913,10,0,0,2,14,5,2,4,7.13,-1.00,-1.00,34.29,3.81,0.00,0
1629792414.5913,10,0,0,2,14,5,2,4,7.13,-1.00,-1.00,41.91,3.81,0.00,0
1629792414.5913,10,0,0,2,14,5,2,4,7.13,-1.00,-1.00,49.53,3.81,0.00,0
1629792414.5913,10,0,0,2,14,5,2,4,7.13,-1.00,-1.00,57.15,3.81,0.00,0
1629792414.5913,10,0,0,2,14,5,2,4,7.13,-1.00,-1.00,64.77,3.81,0.00,0
1629792414.5913,10,0,0,2,14,5,2,4,7.13,-1.00,-1.00,72.39,3.81,0.00,0
1629792414.6906,10,0,0,2,14,5,2,4,7.24,-1.00,-1.00,11.43,3.81,0.00,0
1629792414.6906,10,0,0,2,14,5,2,4,7.24,-1.00,-1.00,19.05,3.81,0.00,0
1629792414.6906,10,0,0,2,14,5,2,4,7.24,-1.00,-1.00,26.67,3.81,0.00,0
1629792414.6906,10,0,0,2,14,5,2,4,7.24,-1.00,-1.00,34.29,3.81,0.00,0
1629792414.6906,10,0,0,2,14,5,2,4,7.24,-1.00,-1.00,41.91,3.81,0.00,0
1629792414.6906,10,0,0,2,14,5,2,4,7.24,-1.00,-1.00,49.53,3.81,0.00,0
1629792414.6906,10,0,0,2,14,5,2,4,7.24,-1.00,-1.00,57.15,3.81,0.00,0
1629792414.6906,10,0,0,2,14,5,2,4,7.24,-1.00,-1.00,64.77,3.81,0.00,0
1629792414.6906,10,0,0,2,14,5,2,4,7.24,-1.00,-1.00,72.39,3.81,0.00,0
1629792414.7954,10,0,0,2,14,5,2,4,7.34,-1.00,-1.00,11.43,3.81,0.00,0
1629792414.7954,10,0,0,2,14,5,2,4,7.34,-1.00,-1.00,19.05,3.81,0.00,0
1629792414.7954,10,0,0,2,14,5,2,4,7.34,-1.00,-1.00,26.67,3.81,0.00,0
1629792414.7954,10,0,0,2,14,5,2,4,7.34,-1.00,-1.00,34.29,3.81,0.00,0
1629792414.7954,10,0,0,2,14,5,2,4,7.34,-1.00,-1.00,41.91,3.81,0.00,0
1629792414.7954,10,0,0,2,14,5,2,4,7.34,-1.00,-1.00,49.53,3.81,0.00,0
1629792414.7954,10,0,0,2,14,5,2,4,7.34,-1.00,-1.00,57.15,3.81,0.00,0
1629792414.7954,10,0,0,2,14,5,2,4,7.34,-1.00,-1.00,64.77,3.81,0.00,0
1629792414.7954,10,0,0,2,14,5,2,4,7.34,-1.00,-1.00,72.39,3.81,0.00,0
